,OBJECTID,CFID,CF_GROUP,CF_CATEGORY,CF_SUBCATEGORY,CF_NAMEAR,CF_NAMEENG,CF_LONG,CF_LAT,REGIONNAMEAR,REGIONNAMEENG,DISTRICTNAMEAR,DISTRICTNAMEENG,CMNTYNAMEAR,CMNTYNAMEENG,CF_PHONE,CF_EMAIL,CF_FAX,CF_POBOX,LGRPNAME,LGRPINDEX,LAYERNAME,LAYERINDEX,longitude,latitude
307,40877,DED-5413,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم قصر الحمراء,RED PALACE RESTAURANT,54.35447693,24.48415565,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 2,W2,6313108,,,72981,Eating and Drinking,30,Restaurant,32,54.354476929999976,24.48415564999999
308,40878,DED-5414,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الجميرة,AL JUMAIRA RESTAURANT,54.35512543,24.48644352,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 2,W2,6214605,,,72491,Eating and Drinking,30,Restaurant,32,54.35512542999999,24.486443520000023
309,40879,DED-5415,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومشاوي دوكان  ذ.م.م,DUKAN RESTURANT &GRILLS L.L.C.,54.35453415,24.48671341,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 2,W2,6339300,mbh_bros@emirates.net.ae,6339942,47605,Eating and Drinking,30,Restaurant,32,54.354534150000006,24.486713409999993
310,40880,DED-5416,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وحاتى ابوشقرة,ABU SHAQRA RESTAURANT,54.35396957,24.4863205,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 2,W2,,,,,Eating and Drinking,30,Restaurant,32,54.353969570000004,24.486320499999977
311,40881,DED-5417,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم  ذي أوفن,THE OVEN  RESTAURANT,54.35453508,24.4867134,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 2,W2,,,,,Eating and Drinking,30,Restaurant,32,54.354535080000005,24.486713399999985
312,40883,DED-5566,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ركن التندوري - ذ.م.م,TANDOORI CORNER RESTAURANT - L.L.C,54.37918854,24.46195126,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 20_2,E20_02,4458686,,,3576,Eating and Drinking,30,Restaurant,32,54.37918853999997,24.461951259999978
313,40890,DED-3921,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بيت القهوه الهندى ذ م م,INDIAN COFFE HOUSE RESTAURANT  LLC,54.40476608,24.44531631,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 29,E29,4483235,,6747144,36698,Eating and Drinking,30,Restaurant,32,54.40476608,24.44531631000001
314,40891,DED-3922,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سلطانة,SULTANA RESTAURANT,54.40383339,24.4462204,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 29,E29,4482343,,,95526,Eating and Drinking,30,Restaurant,32,54.40383338999999,24.446220400000016
315,40892,DED-3923,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم كوهات,KOHAT  RESTAURANT,54.40362549,24.44507599,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 29,E29,4485502,,,31658,Eating and Drinking,30,Restaurant,32,54.403625490000024,24.44507599000002
316,40893,DED-3924,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وجبات بوجوك,BOCHOG MEALS RESTURANT,54.40538025,24.44503975,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 29,E29,,,,43879,Eating and Drinking,30,Restaurant,32,54.40538025000001,24.445039749999978
317,40894,DED-3943,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا نينار,NINAR RESTAURANT & CAFETERIA,54.36660004,24.49701405,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_1,E9_01,6733161,,6731337,3118,Eating and Drinking,30,Restaurant,32,54.36660003999998,24.49701405000002
318,40896,DED-3946,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نيو بنجاب,NEW PUNJAB RESTAURANT,54.5176754,24.37285233,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  3,M3,4456700,,,105226,Eating and Drinking,30,Restaurant,32,54.51767539999997,24.37285233
319,40899,DED-4372,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم فضة,SILVER RESTAURANT,55.6564579,24.54547882,العين,Al Ain,الهير,AL HAYER,الغَشْبَه,Al Ghashbah,7645724,,,22202,Eating and Drinking,30,Restaurant,32,55.65645790000002,24.545478820000028
320,40905,DED-4378,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الوادي,AL WADI RESTAURANT,55.56233978,24.22625351,العين,Al Ain,اليحر,AL YAHAR,الرفاعة,Al Rifaa,7815168,,7815662,1118,Eating and Drinking,30,Restaurant,32,55.56233978,24.226253509999992
321,40906,DED-4379,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نور العين,NOOR AL AIN RESTAURANT,55.5633564,24.23214722,العين,Al Ain,اليحر,AL YAHAR,الرفاعة,Al Rifaa,7816430,,,85691,Eating and Drinking,30,Restaurant,32,55.563356399999975,24.23214722
322,40907,DED-4380,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ارض الياسمين,JASMIN LAND  RESTAURANT,55.56042862,24.23059845,العين,Al Ain,اليحر,AL YAHAR,الرفاعة,Al Rifaa,,AIN282111@abudhabi.net.ae,,200049,Eating and Drinking,30,Restaurant,32,55.56042861999998,24.230598450000002
323,40916,DED-4750,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومعجنات الميدان  ذ.م.م,AL MEDAN RESTAURANT  & PASTERY L.L.C.,55.72623444,24.18333817,العين,Al Ain,فلج هزاع,FALAJ HAZZA,الجفير الجديد,Jefeer Jedeed,7820118,matar_gr@eim.ae,7555510,,Eating and Drinking,30,Restaurant,32,55.726234439999985,24.183338170000013
324,40917,DED-4751,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا لولو - فرع,LULU RESTAURANT AND CAFETERIA - BRANCH,55.72673416,24.18305111,العين,Al Ain,فلج هزاع,FALAJ HAZZA,الجفير الجديد,Jefeer Jedeed,7828893,,,18632,Eating and Drinking,30,Restaurant,32,55.72673415999998,24.183051110000008
325,40919,DED-4753,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا الباز,AL BAZ RESTAURANT AND CAFETERIA,55.74516678,24.21883488,العين,Al Ain,المعترض,AL MUTAREDH,الجزعة,Al Jizza,7546800,,7550820,15325,Eating and Drinking,30,Restaurant,32,55.74516677999998,24.218834879999974
326,40920,DED-4754,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم آدم,ADAM RESTAURANT,55.74516678,24.21883488,العين,Al Ain,المعترض,AL MUTAREDH,الجزعة,Al Jizza,7557039,,,14317,Eating and Drinking,30,Restaurant,32,55.74516677999998,24.218834879999974
327,40924,DED-4758,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم عشارج,ASHAREJ RESTAURANT,55.69674492,24.1509037,العين,Al Ain,زاخر,ZAKHIR,الصويفي,Al Swuaifi,7811210,,,64935,Eating and Drinking,30,Restaurant,32,55.696744920000015,24.150903700000015
328,40925,DED-5620,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم اليمن السعيد,HAPPY YEMEN RESTAURANT,54.39082336,24.44969559,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 23,E23,4452412,,,4073,Eating and Drinking,30,Restaurant,32,54.39082336000001,24.449695589999976
329,40931,DED-5737,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شريفة,SHAREEFA RESTAURANT,54.38415589,24.45680576,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22,E22,4456483,,,27688,Eating and Drinking,30,Restaurant,32,54.38415588999999,24.45680576000001
330,40957,DED-4392,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم مضاوي للمأكولات الشعبية,MEDHAWI POPULAR MEALS RESTURANT,55.54854393,24.22369766,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7814899,alking2010@hotmail.com,,22446,Eating and Drinking,30,Restaurant,32,55.548543929999994,24.223697660000028
331,40958,DED-4393,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم طيبه,TAIBA RESTAURANT,55.54095078,24.22036171,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7814956,,,22361,Eating and Drinking,30,Restaurant,32,55.54095078,24.22036171000002
332,40959,DED-4394,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم أطعمة الامارات,EMIRATES FOOD RESTAURANT,55.55228996,24.22421074,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,,,,22180,Eating and Drinking,30,Restaurant,32,55.552289959999996,24.22421073999999
333,40960,DED-4395,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الماس اليحر,AL YAHAR DIAMOND RESTAURANT,55.54134369,24.22048759,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7814590,,,16999,Eating and Drinking,30,Restaurant,32,55.54134369000002,24.220487590000005
334,40961,DED-4396,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم النزهة الحديث,AL NUZHA MODERN RESTAURANT,55.54269981,24.22151947,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7826384,omranalhashimy@hotmail.com,,81057,Eating and Drinking,30,Restaurant,32,55.54269980999999,24.221519469999976
335,40962,DED-4397,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم السلوى,AL SALWA RESTAURANT,55.54946136,24.22356033,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7827390,,,1445,Eating and Drinking,30,Restaurant,32,55.54946136000001,24.223560329999998
336,40963,DED-4398,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الكوخ الذهبى,GOLDEN HUT RESTAURANT,55.54197884,24.22097969,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7815831,,,23185,Eating and Drinking,30,Restaurant,32,55.54197884000001,24.22097968999998
337,40964,DED-4759,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الكوخ الذهبي - فرع,AL KOUKH AL THAHABI RESTAURANT - BRANCH,55.69719315,24.15178108,العين,Al Ain,زاخر,ZAKHIR,الصويفي,Al Swuaifi,7820840,,,23185,Eating and Drinking,30,Restaurant,32,55.697193149999976,24.151781079999978
338,40967,DED-4763,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم و مشاوي الملاح,AL MALLAH RESTAURANT & GRILL,55.73497391,24.22521973,العين,Al Ain,المعترض,AL MUTAREDH,عقدة المويجعي,Ugdat Al Muwaiji,7559938,,,90790,Eating and Drinking,30,Restaurant,32,55.73497391000001,24.225219729999992
339,40969,DED-4765,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافيتيريا البيت الشامي,AL BAIT AL SHAMI RESTAURANT AND CAFETERIA,55.73730469,24.22786522,العين,Al Ain,المعترض,AL MUTAREDH,عقدة المويجعي,Ugdat Al Muwaiji,,,,,Eating and Drinking,30,Restaurant,32,55.737304689999974,24.227865220000012
340,40970,DED-4766,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم رشيدة,RASHIDA RESTAURANT,55.73730469,24.22786522,العين,Al Ain,المعترض,AL MUTAREDH,عقدة المويجعي,Ugdat Al Muwaiji,7557638,,,15795,Eating and Drinking,30,Restaurant,32,55.737304689999974,24.227865220000012
341,40975,DED-4771,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم راشد,RASHED RESTAURANT,55.73899841,24.22607803,العين,Al Ain,المعترض,AL MUTAREDH,عود الحصاة,Oud Al Hassah,7555786,,,15812,Eating and Drinking,30,Restaurant,32,55.73899841000002,24.226078029999996
342,40976,DED-4773,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا الملاح,AL MALLAH CAFETERIA & RESTAURANT,55.74767303,24.22351456,العين,Al Ain,المعترض,AL MUTAREDH,حارة محمد بن خليفة,Harat Mohd Ibn Khalifa,7669655,,,80672,Eating and Drinking,30,Restaurant,32,55.74767302999999,24.223514560000012
343,40988,DED-5794,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سيتيناد - فرع,CETTINAD RESTAURANT - BRANCH,54.38998712,24.45763808,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22_1,E22_01,,,,,Eating and Drinking,30,Restaurant,32,54.38998712,24.45763807999998
344,40989,DED-5795,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومشاوي التل الاخضر,GREEN HILL RESTURANT & GRILL,54.39142227,24.45611954,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22_1,E22_01,4432822,,,38365,Eating and Drinking,30,Restaurant,32,54.39142227000002,24.456119539999975
345,40993,DED-3965,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا الرياضى,SPORTS RESTAURANT & CAFETERIA,54.61201352,24.30591096,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,5822587,,,56742,Eating and Drinking,30,Restaurant,32,54.612013520000005,24.305910960000006
346,40994,DED-3966,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم رمسى,RAMSI RESTAURANT,54.61201477,24.30591011,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,5822547,,,56013,Eating and Drinking,30,Restaurant,32,54.61201476999997,24.305910110000013
347,40995,DED-3967,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم القلعة اللبنانية,LEBANESE CASTLE RESTAURANT,54.61306,24.30565071,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,5824700,,,57116,Eating and Drinking,30,Restaurant,32,54.61306000000002,24.30565071000001
348,40996,DED-3969,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم مبروك,MABROOK RESTAURANT,54.60718536,24.31442547,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,25822724,,,56425,Eating and Drinking,30,Restaurant,32,54.60718536000002,24.314425470000003
349,40998,DED-4019,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم  زهرة ملبار,MALABAR  FLOWER RESTAURANT,54.51946259,24.34780502,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  26,M26,,,,,Eating and Drinking,30,Restaurant,32,54.51946258999999,24.34780502000001
350,41002,DED-4028,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ملك الزعفران للماكولات الايرانية,KING SAFFRON IRIANINA FOOD RESTAURANT,54.51749039,24.40565491,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 11,MQ11,,,,31962,Eating and Drinking,30,Restaurant,32,54.51749038999998,24.40565491000001
351,41003,DED-4399,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم التعاون الجديد,NEW AL TAAWON RESTAURANT,55.54842186,24.2226162,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7814184,,,1791,Eating and Drinking,30,Restaurant,32,55.54842186000002,24.222616200000004
352,41004,DED-4400,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم القاضي الشعبي,AL QADHI AL SHAABI RESTAURANT,55.54592896,24.22235298,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7814221,,,84210,Eating and Drinking,30,Restaurant,32,55.545928960000026,24.222352979999982
353,41005,DED-4401,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بشير,BASHIR RESTAURANT,55.53406143,24.21889305,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,37816388,,,200386,Eating and Drinking,30,Restaurant,32,55.53406143000001,24.21889305000002
354,41006,DED-4402,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم كنج داربار,KING DARBAR RESTAURANT,55.55038834,24.22291183,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,,,,,Eating and Drinking,30,Restaurant,32,55.550388339999984,24.222911829999987
355,41008,DED-4415,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافيتيريا المرام,AL MARAM RESTAURANT AND CAFETERIA,55.48469353,24.51161194,العين,Al Ain,مدينة ناهل,NAHEL TOWN,مدينة ناهل,Madinat Nahil,7341855,,,10086,Eating and Drinking,30,Restaurant,32,55.484693530000015,24.511611940000023
356,41011,DED-4418,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الاجواء,AL AJWA RESTAURANT,55.32893944,24.46721458,العين,Al Ain,سويحان,SWEIHAN,شعبية سويحان,Shabiat Suweihan,,,,,Eating and Drinking,30,Restaurant,32,55.32893944,24.467214580000018
357,41012,DED-4419,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم السيوح,AL SOUYOH  RESTAURANT,55.3282299,24.46728516,العين,Al Ain,سويحان,SWEIHAN,شعبية سويحان,Shabiat Suweihan,,,,,Eating and Drinking,30,Restaurant,32,55.3282299,24.467285160000017
358,41013,DED-4420,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم المنصور,AL MANSOOR RESTAURANT,55.36698914,24.47896957,العين,Al Ain,سويحان,SWEIHAN,شعبية سويحان,Shabiat Suweihan,7347165,,,9875,Eating and Drinking,30,Restaurant,32,55.36698913999999,24.478969570000004
359,41014,DED-4421,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الانصار,AL ANSAAR RESTAURANT,55.33059692,24.46274185,العين,Al Ain,سويحان,SWEIHAN,شعبية سويحان,Shabiat Suweihan,7347760,,,9940,Eating and Drinking,30,Restaurant,32,55.330596920000005,24.462741849999986
360,41015,DED-4422,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شباب سويحان,SHABAB SWAIHAN RESTAURANT,55.32896805,24.46673775,العين,Al Ain,سويحان,SWEIHAN,شعبية سويحان,Shabiat Suweihan,7347428,,,10018,Eating and Drinking,30,Restaurant,32,55.328968050000015,24.466737749999993
361,41019,DED-4777,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم كوخ الدجاج - فرع,CHICKEN HUT RESTAURANT - BRANCH,55.79415512,24.20470619,العين,Al Ain,الصاروج,AL SAROOJ,المشل,Al Mashall,7669010,AIN124424@abudhabi.net.ae,0,23185,Eating and Drinking,30,Restaurant,32,55.79415512000003,24.204706190000024
362,41020,DED-4778,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم لولو البحر,LULU AL BAHAR RESTAURANT,55.79699898,24.19753075,العين,Al Ain,الصاروج,AL SAROOJ,المشل,Al Mashall,7634388,,7662955,18632,Eating and Drinking,30,Restaurant,32,55.79699898000001,24.19753075
363,41021,DED-4779,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,كافتيريا بني ياس,BANIYAS CAFETERIA,55.79721451,24.19750023,العين,Al Ain,الصاروج,AL SAROOJ,المشل,Al Mashall,7687894,,,16147,Eating and Drinking,30,Restaurant,32,55.79721451,24.197500230000003
364,41024,DED-4783,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم اليحر الحديث للوجبات السريعة,AL YAHAR AL HADEETHA FAST FOOD RESTAURANT,55.75671959,24.21572685,العين,Al Ain,الجاهلي,AL JAHILI,حي القلعة,Hai Al Qalaa,7550899,,,15912,Eating and Drinking,30,Restaurant,32,55.75671958999999,24.21572685000001
